Código Cliente;Nível de risco;Possui servidor CFTV;Pessoa Física, Jurídica, ou Órgão Público;Estado;Cidade;Bairro;Data/hora;Código do evento;Confirmado
11878;5;1;0;SP;RIBEIRAO PRETO;Parque Res Candido Portinari;2019-01-02 07:09:25.897;E130;0
11878;5;1;0;SP;RIBEIRAO PRETO;Parque Res Candido Portinari;2019-01-02 07:09:29.377;E130;0
11878;5;1;0;SP;RIBEIRAO PRETO;Parque Res Candido Portinari;2019-01-02 07:09:37.910;E130;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:12:02.217;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:13:10.163;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:16:12.820;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:17:54.270;E134;0
11859;4;0;0;SP;SAO CARLOS;JARDIM BANDEIRANTES;2019-01-02 07:18:02.393;E131;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:18:18.637;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:20:17.343;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:21:09.087;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:22:09.943;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:23:20.973;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:24:28.923;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:25:06.477;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:26:26.697;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:27:42.850;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:28:36.583;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:29:37.473;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:31:09.947;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:32:18.010;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:34:40.113;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:35:17.647;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:35:49.130;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:37:18.473;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:37:23.540;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:37:43.960;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:38:53.000;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:39:17.410;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:39:48.883;E134;0
11182;2;0;0;SP;SAO CARLOS;JARDIM SANTA MARIA II;2019-01-02 07:42:36.533;E131;0
11660;4;1;1;SP;SAO CARLOS;JARDIM NOVA SAO CARLOS;2019-01-02 07:52:13.353;E130;0
11859;4;0;0;SP;SAO CARLOS;JARDIM BANDEIRANTES;2019-01-02 07:53:58.210;E131;0
11633;4;0;0;SP;IBATE;ZONA RURAL;2019-01-02 08:15:32.247;E301;0
11624;3;0;1;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-02 08:16:33.170;E132;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 08:22:10.567;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 08:22:26.830;E133;0
11846;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 08:23:08.620;E130;0
10049;5;0;0;SP;SAO CARLOS;JARDIM IPANEMA;2019-01-02 08:34:28.107;E131;1
11182;2;0;0;SP;SAO CARLOS;JARDIM SANTA MARIA II;2019-01-02 08:38:48.943;E134;0
11867;4;0;1;SP;SAO CARLOS;JARDIM ALVORADA;2019-01-02 08:42:29.123;E301;0
11875;4;0;1;SP;SAO CARLOS;JARDIM ACAPULCO;2019-01-02 08:43:33.793;E131;0
11385;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 08:48:01.893;E130;0
4589;4;0;0;SP;SAO CARLOS;CIDADE JARDIM;2019-01-02 08:49:23.340;E132;1
4589;4;0;0;SP;SAO CARLOS;CIDADE JARDIM;2019-01-02 08:52:47.717;E131;1
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 09:06:01.510;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 09:07:21.787;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 09:15:15.220;E133;0
10049;5;0;0;SP;SAO CARLOS;JARDIM IPANEMA;2019-01-02 09:17:48.407;E131;1
11876;4;0;1;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-02 09:26:29.993;E810;0
11493;3;0;1;SP;SAO CARLOS;CIDADE ARACY;2019-01-02 09:33:38.670;E301;0
11626;3;0;1;SP;SAO CARLOS;CENTRO;2019-01-02 09:36:16.203;E113;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 09:41:01.727;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 09:41:09.867;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 09:41:17.993;E133;0
11875;4;0;1;SP;SAO CARLOS;JARDIM ACAPULCO;2019-01-02 09:45:42.013;E131;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 09:55:50.320;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 09:55:58.463;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 09:56:10.647;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 09:56:58.427;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 09:57:18.747;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 10:00:31.763;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 10:04:40.013;E133;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 10:09:51.210;E131;0
4589;4;0;0;SP;SAO CARLOS;CIDADE JARDIM;2019-01-02 10:10:05.423;E132;1
11590;4;1;1;SP;SAO CARLOS;CIDADE ARACY;2019-01-02 10:14:57.170;E301;0
11759;3;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 10:15:36.220;E301;0
11619;5;1;1;SP;SAO CARLOS;RECREIO DOS BANDEIRANTES;2019-01-02 10:16:11.787;1902;0
11619;5;1;1;SP;SAO CARLOS;RECREIO DOS BANDEIRANTES;2019-01-02 10:16:22.543;E301;0
11758;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 10:16:30.080;E301;0
11711;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 10:16:32.103;E301;0
11724;3;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 10:16:32.103;E301;0
11875;4;0;1;SP;SAO CARLOS;JARDIM ACAPULCO;2019-01-02 10:16:38.187;E122;0
11772;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 10:16:43.267;E301;0
11804;3;0;0;SP;SAO CARLOS;VILA BOA VISTA;2019-01-02 10:16:52.410;E301;0
11759;3;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 10:17:32.113;E301;0
11781;4;0;0;SP;SAO CARLOS;VILA LUTFALLA;2019-01-02 10:17:39.767;E301;0
11758;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 10:18:01.570;E301;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 10:18:07.687;E133;0
11846;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 10:18:11.747;E130;0
11875;4;0;1;SP;SAO CARLOS;JARDIM ACAPULCO;2019-01-02 10:18:24.977;E122;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 10:18:31.080;E133;0
6330;5;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 10:18:31.080;E301;1
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 10:18:43.280;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 10:18:59.503;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 10:19:15.817;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 10:19:26.990;E133;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 10:19:43.220;E133;0
5413;3;0;1;SP;SAO CARLOS;VILA PRADO;2019-01-02 10:22:11.313;E301;1
11846;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 10:23:53.053;E130;0
11846;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 10:24:09.347;E130;0
11590;4;1;1;SP;SAO CARLOS;CIDADE ARACY;2019-01-02 10:31:04.310;E301;0
11838;4;0;0;SP;SAO CARLOS;VILA ALPES;2019-01-02 10:44:07.727;E131;0
11884;3;0;1;SP;SAO CARLOS;JARDIM ACAPULCO;2019-01-02 10:49:28.960;E122;0
11884;3;0;1;SP;SAO CARLOS;JARDIM ACAPULCO;2019-01-02 10:49:37.070;E122;0
11408;4;1;1;SP;SAO CARLOS;ZONA RURAL;2019-01-02 10:50:27.060;E301;0
11340;5;0;1;SP;SAO CARLOS;RECREIO DOS BANDEIRANTES;2019-01-02 10:54:46.847;E131;0
11650;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 10:56:03.050;E131;0
11445;4;1;0;SP;SAO CARLOS;JARDIM GILBERTONI;2019-01-02 11:04:53.820;E130;0
11445;4;1;0;SP;SAO CARLOS;JARDIM GILBERTONI;2019-01-02 11:05:17.960;E130;0
11219;5;0;0;SP;SAO CARLOS;CIDADE ARACY;2019-01-02 11:13:59.993;E301;0
11219;5;0;0;SP;SAO CARLOS;CIDADE ARACY;2019-01-02 11:14:48.840;E301;0
11590;4;1;1;SP;SAO CARLOS;CIDADE ARACY;2019-01-02 11:29:43.897;E301;0
11219;5;0;0;SP;SAO CARLOS;CIDADE ARACY;2019-01-02 11:30:30.680;E301;0
11219;5;0;0;SP;SAO CARLOS;CIDADE ARACY;2019-01-02 11:31:20.513;E301;0
11634;4;0;0;SP;SAO CARLOS;LOT SOCIAL ANTENOR GARCIA;2019-01-02 11:34:36.360;E301;0
11492;3;1;1;SP;SAO CARLOS;CIDADE ARACY;2019-01-02 11:36:20.103;E301;0
11294;4;0;1;SP;SAO CARLOS;CENTRO;2019-01-02 11:44:15.447;E146;0
11294;4;0;1;SP;SAO CARLOS;CENTRO;2019-01-02 11:44:23.570;E146;0
4572;4;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 11:44:59.320;E122;1
11164;5;0;0;SP;IBATE;CENTRO;2019-01-02 11:49:18.830;E131;0
11164;5;0;0;SP;IBATE;CENTRO;2019-01-02 11:50:33.943;E131;0
11276;3;0;1;SP;SAO CARLOS;CIDADE ARACY II;2019-01-02 11:51:02.810;E301;0
11164;5;0;0;SP;IBATE;CENTRO;2019-01-02 11:56:26.263;E131;0
11590;4;1;1;SP;SAO CARLOS;CIDADE ARACY;2019-01-02 11:57:17.917;E301;0
11164;5;0;0;SP;IBATE;CENTRO;2019-01-02 11:59:09.007;E131;0
11219;5;0;0;SP;SAO CARLOS;CIDADE ARACY;2019-01-02 12:01:46.017;E301;0
11219;5;0;0;SP;SAO CARLOS;CIDADE ARACY;2019-01-02 12:02:33.723;E301;0
11607;4;0;1;SP;SAO CARLOS;PLANALTO PARAISO;2019-01-02 12:06:14.067;E131;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:07:44.440;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:07:52.543;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:08:00.667;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:08:12.853;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:08:24.023;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:08:40.277;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:08:48.393;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:09:00.553;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:09:08.680;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:09:16.800;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:09:36.060;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:09:48.240;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:09:56.340;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:10:12.620;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:10:24.807;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:10:40.027;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:10:48.140;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:10:56.283;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:11:02.367;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:11:10.490;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:11:12.523;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:11:18.617;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:11:26.727;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:11:34.847;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:11:47.057;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:11:58.257;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:12:06.370;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:12:14.510;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:12:22.627;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:12:34.850;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:12:47.010;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:13:10.437;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:13:18.553;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:13:26.703;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:13:42.927;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:13:51.060;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:14:06.270;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:14:14.393;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:14:22.523;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:14:30.633;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:14:42.820;E123;0
11876;4;0;1;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-02 12:15:47.820;E810;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:17:03.907;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:17:15.077;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:17:23.173;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:17:31.303;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:17:43.490;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:17:51.617;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:17:59.730;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:18:07.877;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:18:19.013;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:18:27.183;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:18:35.300;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 12:18:47.480;E123;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 12:21:02.497;E131;0
11839;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 12:21:53.240;E133;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 12:35:45.740;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 12:43:01.463;E131;0
11867;4;0;1;SP;SAO CARLOS;JARDIM ALVORADA;2019-01-02 13:14:14.670;E301;0
11741;3;0;1;SP;IBATE;CENTRO;2019-01-02 13:30:55.463;E122;0
11867;4;0;1;SP;SAO CARLOS;JARDIM ALVORADA;2019-01-02 13:57:45.963;E301;0
11876;4;0;1;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-02 14:08:32.943;E810;0
11455;3;0;1;SP;SAO CARLOS;JARDIM NOVA SANTA PAULA;2019-01-02 14:12:10.130;E132;0
11416;4;0;1;SP;SAO CARLOS;VILA MONTEIRO;2019-01-02 14:17:28.963;E130;0
11461;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 14:18:32.913;E120;0
11767;4;0;0;SP;IBATE;DISTRITO INDUSTRIAL;2019-01-02 14:26:13.480;E131;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:43:47.773;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:43:53.857;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:43:58.947;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:44:04.013;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:44:10.110;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:44:15.170;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:44:21.283;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:44:26.360;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:44:31.433;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:44:37.540;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:44:43.617;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:44:48.693;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:44:53.750;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:44:58.850;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:45:04.963;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:45:10.030;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:45:15.117;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:45:21.267;E135;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:51:52.740;E123;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:52:13.103;E123;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 15:52:21.220;E123;0
11803;4;0;0;SP;SAO CARLOS;PARQUE FABER CASTELL I;2019-01-02 16:07:32.797;E130;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 16:32:05.707;E122;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 16:32:31.110;E122;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 16:32:49.390;E122;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-02 17:09:13.233;E130;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-02 17:09:19.910;E130;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-02 17:09:27.220;E130;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-02 17:09:34.667;E130;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-02 17:09:41.257;E130;0
11875;4;0;1;SP;SAO CARLOS;JARDIM ACAPULCO;2019-01-02 17:25:00.167;E131;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-02 17:25:59.120;E625;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-02 17:26:00.127;E301;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-02 17:27:08.140;E625;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-02 17:27:09.160;E122;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-02 17:27:19.293;E122;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-02 17:27:21.350;E122;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-02 17:27:25.400;E122;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-02 17:30:00.747;E122;0
11338;3;0;1;SP;SAO CARLOS;JARDIM NOVA SAO CARLOS;2019-01-02 17:33:16.850;E134;0
11338;3;0;1;SP;SAO CARLOS;JARDIM NOVA SAO CARLOS;2019-01-02 17:33:29.050;E134;0
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 17:43:31.197;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 17:43:38.567;E130;1
11319;5;0;0;SP;SAO CARLOS;CHÁCARA DAS FLORES;2019-01-02 17:53:09.667;E130;0
11876;4;0;1;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-02 17:55:44.317;E810;0
11248;5;0;1;SP;SAO CARLOS;NUCLEO RESID SILVIO VILARI;2019-01-02 17:57:09.993;E134;0
11863;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 18:07:10.960;E301;0
11319;5;0;0;SP;SAO CARLOS;CHÁCARA DAS FLORES;2019-01-02 18:32:41.607;E130;0
11752;3;0;0;SP;SAO CARLOS;CEAT;2019-01-02 18:34:49.847;E130;0
11752;3;0;0;SP;SAO CARLOS;CEAT;2019-01-02 18:34:50.860;E130;0
11752;3;0;0;SP;SAO CARLOS;CEAT;2019-01-02 18:34:54.810;E130;0
11752;3;0;0;SP;SAO CARLOS;CEAT;2019-01-02 18:34:56.760;E130;0
11752;3;0;0;SP;SAO CARLOS;CEAT;2019-01-02 18:34:58.740;E130;0
11759;3;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 18:35:11.040;E301;0
11619;5;1;1;SP;SAO CARLOS;RECREIO DOS BANDEIRANTES;2019-01-02 18:35:23.223;1902;0
11620;3;0;1;SP;SAO CARLOS;CENTRO;2019-01-02 18:35:42.503;E146;0
11620;3;0;1;SP;SAO CARLOS;CENTRO;2019-01-02 18:35:47.570;E146;0
11758;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 18:36:02.800;E301;0
11759;3;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 18:36:07.860;E301;0
11758;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 18:36:45.390;E301;0
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 18:38:49.807;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 18:38:56.507;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 18:39:03.993;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 18:39:11.470;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 18:39:18.113;E130;1
7132;4;0;1;SP;SAO CARLOS;PLANALTO PARAÍSO;2019-01-02 18:46:40.587;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 19:06:49.457;E130;1
8102;4;0;0;SP;IBATE;JARDIM ESTER;2019-01-02 19:19:32.720;E131;1
8102;4;0;0;SP;IBATE;JARDIM ESTER;2019-01-02 19:19:40.850;E131;1
11724;3;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 20:03:38.203;E130;0
11608;4;0;1;SP;SAO CARLOS;VILA COSTA DO SOL;2019-01-02 20:14:54.307;E134;0
11865;4;1;0;SP;RIBEIRAO PRETO;PARQUE INDUSTRIAL LAGOINHA;2019-01-02 20:34:18.673;E130;0
11865;4;1;0;SP;RIBEIRAO PRETO;PARQUE INDUSTRIAL LAGOINHA;2019-01-02 20:35:01.753;E130;0
11876;4;0;1;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-02 20:48:21.503;E810;0
5651;4;0;0;SP;SAO CARLOS;SANTA FELÍCIA;2019-01-02 20:51:55.867;E131;1
11703;4;0;0;SP;SAO CARLOS;JARDIM DE CRESCI;2019-01-02 21:17:02.020;E301;0
11703;4;0;0;SP;SAO CARLOS;JARDIM DE CRESCI;2019-01-02 21:19:56.740;E301;0
11703;4;0;0;SP;SAO CARLOS;JARDIM DE CRESCI;2019-01-02 21:19:57.747;E301;0
11182;2;0;0;SP;SAO CARLOS;JARDIM SANTA MARIA II;2019-01-02 21:21:39.567;E131;0
11703;4;0;0;SP;SAO CARLOS;JARDIM DE CRESCI;2019-01-02 21:44:25.493;E301;0
10049;5;0;0;SP;SAO CARLOS;JARDIM IPANEMA;2019-01-02 22:18:33.317;E131;1
10049;5;0;0;SP;SAO CARLOS;JARDIM IPANEMA;2019-01-02 22:18:47.097;E131;1
11856;4;0;1;SP;SAO CARLOS;JARDIM SANTA ELISA;2019-01-02 22:22:12.207;E134;0
11401;5;0;1;SP;IBATE;RURAL;2019-01-02 22:25:29.690;E130;0
11401;5;0;1;SP;IBATE;RURAL;2019-01-02 22:26:10.970;E130;0
11781;4;0;0;SP;SAO CARLOS;VILA LUTFALLA;2019-01-02 22:42:09.540;E130;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 22:46:58.093;E131;0
