Código Cliente;Nível de risco;Possui servidor CFTV;Pessoa Física, Jurídica, ou Órgão Público;Estado;Cidade;Bairro;Data/hora;Código do evento;Confirmado
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:37:01.090;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:37:08.623;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:37:15.407;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:37:22.883;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:37:30.407;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:37:37.803;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:37:44.897;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:37:52.233;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:37:59.603;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:38:07.180;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:38:13.937;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:38:21.427;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:38:28.810;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:38:35.590;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:38:43.020;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:38:50.510;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:38:58.097;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:39:04.887;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:39:12.243;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:39:19.797;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:39:28.273;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:39:35.343;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:39:43.493;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:39:52.280;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:39:59.800;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:40:07.297;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:40:14.010;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:40:22.867;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:40:30.340;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:40:39.140;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:40:45.937;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:40:53.467;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:41:00.917;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:41:08.410;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:41:15.183;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:41:22.657;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:41:30.167;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:41:36.860;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:41:44.260;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:41:51.790;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:41:59.277;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:42:05.953;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:42:43.867;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:42:51.397;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:43:00.230;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:43:08.580;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:43:23.293;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:43:30.807;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:43:51.487;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:43:57.900;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:44:05.413;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:44:12.823;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:44:20.427;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:44:31.930;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:44:40.583;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:44:48.197;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:44:55.650;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:45:03.093;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:45:10.543;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:45:17.287;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:45:24.800;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:45:32.287;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:45:40.120;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:45:48.530;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:45:58.323;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:46:10.300;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:46:17.027;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:46:24.800;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:46:39.927;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:46:46.427;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:46:59.857;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:47:08.157;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:47:15.607;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:47:23.243;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:47:36.927;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:47:44.793;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:47:53.043;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:48:01.160;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:48:16.590;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:48:35.820;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:48:56.127;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:49:12.480;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:49:19.233;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:49:26.613;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:49:34.180;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:50:02.167;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:50:11.550;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:50:18.297;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:50:33.240;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:50:40.223;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:50:47.310;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:50:55.100;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:51:02.473;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:51:09.420;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:51:16.770;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:51:24.130;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:51:31.610;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:51:38.370;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:51:45.843;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:51:53.313;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:52:00.100;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:52:07.727;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:52:15.187;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:52:23.940;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:52:31.340;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:52:38.250;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:52:47.200;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:52:54.530;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:53:01.313;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:53:08.743;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:53:16.080;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:53:23.630;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:53:30.500;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:53:37.837;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:53:45.443;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:53:52.660;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:54:00.950;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:54:08.400;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:54:17.380;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:54:24.680;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:54:33.787;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:54:50.123;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:54:57.397;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:55:04.900;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:55:13.570;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 19:55:20.600;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 20:05:21.787;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 20:06:57.870;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 20:07:39.987;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 20:07:47.227;E130;0
11687;4;0;0;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 20:07:54.780;E130;0
11401;5;0;1;SP;IBATE;RURAL;2019-01-01 20:14:14.680;E130;0
6578;4;0;1;SP;SAO CARLOS;PLANALTO PARAÍSO;2019-01-01 20:19:00.380;E130;1
11849;4;0;1;SP;SAO CARLOS;PLANALTO PARAISO;2019-01-01 20:24:09.520;E134;0
11401;5;0;1;SP;IBATE;RURAL;2019-01-01 21:02:56.157;E130;0
11876;4;0;1;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-01 21:53:35.377;E810;0
11781;4;0;0;SP;SAO CARLOS;VILA LUTFALLA;2019-01-01 21:56:07.167;E130;0
11385;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-01 23:15:38.507;E130;0
11794;4;0;0;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-01 23:34:31.527;E130;0
11416;4;0;1;SP;SAO CARLOS;VILA MONTEIRO;2019-01-02 00:57:55.220;E130;0
11689;4;1;0;SP;SAO CARLOS;CENTRO;2019-01-02 01:09:38.730;E131;0
11478;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 01:27:37.207;E130;0
11302;5;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 01:27:40.667;E131;0
11761;3;1;0;SP;SAO CARLOS;ZONA RURAL;2019-01-02 02:12:51.750;E131;0
11761;3;1;0;SP;SAO CARLOS;ZONA RURAL;2019-01-02 02:13:02.760;E131;0
11838;4;0;0;SP;SAO CARLOS;VILA ALPES;2019-01-02 02:29:11.187;E123;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:02:55.430;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:03:30.937;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:04:51.130;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:08:56.803;E131;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:13:24.117;E130;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:16:49.847;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:17:49.733;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:19:42.430;E131;0
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:23:34.843;E130;1
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:23:53.280;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:24:01.390;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:24:56.210;E131;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:25:07.297;E130;0
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:25:22.417;E130;1
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:25:34.957;E130;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:25:45.267;E130;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:25:58.097;E130;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:26:25.060;E130;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:26:35.970;E130;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:26:50.130;E130;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:27:10.507;E130;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:27:47.730;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:27:59.897;E131;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:27:59.947;E130;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:28:07.000;E131;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:28:11.530;E130;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:28:15.103;E131;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:28:18.910;E130;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:29:15.847;E130;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:29:41.447;E131;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:30:20.870;E130;0
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:32:37.153;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 03:32:44.147;E130;1
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:33:13.650;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:33:21.790;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:33:53.280;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:34:01.407;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:34:09.513;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:35:10.460;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:36:30.660;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:38:57.913;E131;0
11326;5;1;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:39:08.887;E130;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:40:15.167;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:41:52.637;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:45:24.843;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:45:32.997;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:46:18.713;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:51:29.360;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:52:30.293;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 03:56:35.933;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 04:03:08.730;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 04:05:31.817;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 04:10:43.343;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 04:11:26.950;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 04:12:26.870;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 04:13:58.267;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 04:14:06.370;E131;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 04:14:14.483;E131;0
11866;4;0;0;SP;SAO CARLOS;JARDIM SAO PAULO;2019-01-02 04:35:09.630;E131;0
11302;5;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 04:40:05.113;E131;0
11478;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 04:43:33.823;E130;0
11716;4;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 04:47:41.057;E130;0
11319;5;0;0;SP;SAO CARLOS;CHÁCARA DAS FLORES;2019-01-02 05:25:05.330;E130;0
11849;4;0;1;SP;SAO CARLOS;PLANALTO PARAISO;2019-01-02 06:37:16.403;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:40:54.663;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:41:55.587;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:42:01.663;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:42:06.763;E122;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:42:25.000;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:42:48.363;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:42:54.450;E122;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:43:30.970;E122;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:43:52.277;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:43:58.360;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:44:03.457;E122;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:44:42.000;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:45:12.423;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:45:17.490;E122;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:45:41.837;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:46:10.240;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:46:15.340;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:46:35.670;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:46:40.733;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:47:05.077;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:47:48.717;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:48:16.133;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:48:41.520;E122;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:48:46.593;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:48:48.610;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:49:09.933;E122;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:49:28.187;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:49:51.510;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:49:56.590;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:50:25.000;E134;0
11668;3;0;1;SP;SAO CARLOS;JARDIM SÃO CARLOS;2019-01-02 06:51:15.767;E131;0
11668;3;0;1;SP;SAO CARLOS;JARDIM SÃO CARLOS;2019-01-02 06:51:49.230;E131;0
11668;3;0;1;SP;SAO CARLOS;JARDIM SÃO CARLOS;2019-01-02 06:51:54.320;E134;0
11668;3;0;1;SP;SAO CARLOS;JARDIM SÃO CARLOS;2019-01-02 06:52:00.417;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:53:31.717;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:54:13.280;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:54:44.737;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:55:12.203;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:55:37.597;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:55:38.607;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:55:42.663;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 06:56:09.040;E134;0
11668;3;0;1;SP;SAO CARLOS;JARDIM SÃO CARLOS;2019-01-02 06:56:36.563;E131;0
11668;3;0;1;SP;SAO CARLOS;JARDIM SÃO CARLOS;2019-01-02 06:57:11.117;E134;0
11668;3;0;1;SP;SAO CARLOS;JARDIM SÃO CARLOS;2019-01-02 06:57:17.200;E134;0
11668;3;0;1;SP;SAO CARLOS;JARDIM SÃO CARLOS;2019-01-02 06:57:43.597;E131;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:00:53.467;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:01:50.263;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:03:55.017;E134;0
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 07:04:12.640;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 07:04:20.043;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 07:04:27.637;E130;1
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:06:03.133;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:06:31.520;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:08:37.317;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:09:06.723;E134;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 07:09:12.807;E134;0
11878;5;1;0;SP;RIBEIRAO PRETO;Parque Res Candido Portinari;2019-01-02 07:09:22.000;E130;0
